% Model:              IceShelf2D_forward.mph
% Version:            COMSOL 6.1.0.282
% Date:               Apr 8 2025, 10:43
% Dimension:          2
% Nodes:              100000
% Expressions:        4
% Description:        Dependent variable u, Dependent variable v, Dependent variable H, given viscosity
% Length unit:        m
% x                       y                        u (m/s)                  v (m/s)                  H (m)                    nu (Pa*s)
38900                     500                      1.2858239736017926E-5    -1.9731355284135288E-7   242.95190080630857       2.075963372037675E13
39100                     500                      1.2966635043144353E-5    -1.979344720340288E-7    242.33582899444315       2.0780508163534492E13
39300                     500                      1.3075567863979492E-5    -1.985498865647092E-7    241.7225279331301        2.0801382606692234E13
39500                     500                      1.3185038625349752E-5    -1.991656446333198E-7    241.1064600082543        2.082225704984998E13
39700                     500                      1.329504683444567E-5     -1.997729739439051E-7    240.49595822478344       2.0843131493007723E13
39900                     500                      1.340559311971264E-5     -2.0038065729522378E-7   239.88270767714107       2.086400593616547E13
40100                     500                      1.3516677150929112E-5    -2.0098284031690983E-7   239.27226810732762       2.0884880379323215E13
40300                     500                      1.3628299000609803E-5    -2.0157962470832304E-7   238.6645844551168        2.090575482248096E13
40500                     500                      1.3740459069086587E-5    -2.021766590545908E-7    238.05425445057296       2.0926629265638703E13
40700                     500                      1.3853156862576088E-5    -2.0276547416995867E-7   237.44940640999872       2.0947503708796445E13
40900                     500                      1.3966392970903508E-5    -2.0335455585450405E-7   236.84192904809436       2.096837815195419E13
41100                     500                      1.4080167063261537E-5    -2.0393825427116913E-7   236.2372454007793        2.0989252595111934E13
41300                     500                      1.4194479192228405E-5    -2.045166708322688E-7    235.63530413933103       2.101012703826968E13
41500                     500                      1.4309329734360384E-5    -2.0509526646651598E-7   235.03082944797097       2.103100148142742E13
41700                     500                      1.4424718197333386E-5    -2.0566585890817697E-7   234.4317585070281        2.105187592458517E13
41900.00000000001         500                      1.4540645135002905E-5    -2.0623665041608712E-7   233.83017025601146       2.1072750367742914E13
42100                     500                      1.4657110215168034E-5    -2.0680218342835542E-7   233.2313600627902        2.1093624810900656E13
42300.00000000001         500                      1.4774113469876512E-5    -2.073625597985728E-7    232.6352799228266        2.1114499254058402E13
42500                     500                      1.4891655252506961E-5    -2.0792306414301441E-7   232.0367725866678        2.1135373697216145E13
42699.99999999999         500                      1.5009735072659935E-5    -2.0847578841781588E-7   231.44359611150455       2.115624814037389E13
42900                     500                      1.5128353451910257E-5    -2.0902866712443438E-7   230.84800776732516       2.1177122583531633E13
43099.99999999999         500                      1.5247510058200438E-5    -2.0957642419867452E-7   230.25518329693773       2.1197997026689375E13
43300                     500                      1.5367204903943748E-5    -2.1011915923866948E-7   229.6650776668651        2.121887146984712E13
43500                     500                      1.5487438319039887E-5    -2.1066198939590886E-7   229.07264515486298       2.1239745913004867E13
43700                     500                      1.5608209813304375E-5    -2.1119726749119604E-7   228.48547540588396       2.1260620356162613E13
43900                     500                      1.5729519877185868E-5    -2.1173267666888696E-7   227.8959934140953        2.1281494799320355E13
44100                     500                      1.5851368179550603E-5    -2.122631145727396E-7    227.30926245828925       2.13023692424781E13
44300                     500                      1.5973754716153055E-5    -2.1278867914502672E-7   226.72524017880278       2.1323243685635844E13
44500                     500                      1.6096679795302643E-5    -2.1331432715620785E-7   226.13898609200587       2.1344118128793586E13
44700                     500                      1.6220142926169188E-5    -2.1383265666819534E-7   225.55793099912435       2.1364992571951332E13
44900                     500                      1.6344144567349145E-5    -2.1435111277258798E-7   224.97465813263105       2.138586701510908E13
45100                     500                      1.6468684387305436E-5    -2.148647590747154E-7    224.3941247158651        2.140674145826682E13
45300                     500                      1.6593762365642463E-5    -2.1537369518686183E-7   223.81629080107072       2.1427615901424566E13
45500                     500                      1.6719378791135984E-5    -2.1588272666707335E-7   223.23631548956376       2.1448490344582312E13
45700                     500                      1.6845533174109967E-5    -2.163846844854513E-7    222.6614793595356        2.1469364787740055E13
45900                     500                      1.697222594272888E-5     -2.1688678516032684E-7   222.08451535120625       2.1490239230897797E13
46100                     500                      1.7099456763699655E-5    -2.1738424871409937E-7   221.51028037526913       2.1511113674055543E13
46300                     500                      1.722722559858541E-5     -2.1787717714265458E-7   220.93873668962          2.153198811721329E13
46500                     500                      1.735553271624331E-5     -2.1837023408603712E-7   220.36513785976447       2.155286256037103E13
46700                     500                      1.74843776280142E-5      -2.188564750227853E-7    219.79662202402002       2.1573737003528777E13
46900.00000000001         500                      1.7613760734484638E-5    -2.1934290019246774E-7   219.22606412836583       2.1594611446686523E13
47100                     500                      1.7743681701801494E-5    -2.1982487767510313E-7   218.65822598977854       2.1615485889844266E13
47300.00000000001         500                      1.7874140473526947E-5    -2.2030250906357568E-7   218.0930718732472        2.1636360333002008E13
47500                     500                      1.8005137297612615E-5    -2.2078032260110686E-7   217.5259451552135        2.1657234776159754E13
47699.99999999999         500                      1.8136671683834966E-5    -2.2125158797771956E-7   216.96384861714682       2.16781092193175E13
47900                     500                      1.826874400487836E-5     -2.2172310262827772E-7   216.3997922046713        2.1698983662475242E13
48099.99999999999         500                      1.8401353926499516E-5    -2.2219037762535336E-7   215.83844736494993       2.1719858105632984E13
48300                     500                      1.853450137628739E-5     -2.2265351517769572E-7   215.27978022480147       2.174073254879073E13
48500                     500                      1.8668186582441935E-5    -2.231169132772186E-7    214.71921974915725       2.1761606991948477E13
48700                     500                      1.8802409051648125E-5    -2.2357404352134538E-7   214.16363979105276       2.178248143510622E13
48900                     500                      1.8937169126802625E-5    -2.2403151078797982E-7   213.60617891837563       2.1803355878263965E13
49100                     500                      1.9072466471145347E-5    -2.244849635055286E-7    213.05142253090924       2.182423032142171E13
49300                     500                      1.9208300995496668E-5    -2.2493450867897074E-7   212.49933848044944       2.1845104764579453E13
49500                     500                      1.934467290979231E-5     -2.253844222174581E-7    211.94543744121026       2.1865979207737195E13
49700                     500                      1.9481581719560653E-5    -2.2582836921883135E-7   211.39647026303567       2.188685365089494E13
49900                     500                      1.9619027739710017E-5    -2.2627276862874817E-7   210.84569830638415       2.1907728094052688E13
50100                     500                      1.975701063016376E-5     -2.2671339786243456E-7   210.29762485342897       2.192860253721043E13
50300                     500                      1.989553028192564E-5     -2.2715036660965098E-7   209.75221938031225       2.1949476980368176E13
50500                     500                      2.003458688412959E-5     -2.2758783520178903E-7   209.20507069842992       2.197035142352592E13
50700                     500                      2.017417993759178E-5     -2.2801965600259332E-7   208.6628120941751        2.1991225866683664E13
50900                     500                      2.0314309728530213E-5    -2.2845207455754545E-7   208.11882234221073       2.2012100309841406E13
51100                     500                      2.0454975913322018E-5    -2.2888099357597663E-7   207.57752626509284       2.2032974752999152E13
51300                     500                      2.059617836388417E-5     -2.2930652754419859E-7   207.0388948719621        2.2053849196156895E13
51500                     500                      2.0737917249419626E-5    -2.2973272717448733E-7   206.49859182400053       2.207472363931464E13
51700                     500                      2.088019206617484E-5     -2.3015362380185567E-7   205.9631378833647        2.2095598082472383E13
51900.00000000001         500                      2.1023003072018546E-5    -2.3057529692329611E-7   205.426024295077         2.2116472525630133E13
52100                     500                      2.11663499189785E-5      -2.309937681974228E-7    204.89160077917035       2.2137346968787875E13
52300.00000000001         500                      2.1310232457770854E-5    -2.3140915554006152E-7   204.35983981182673       2.2158221411945617E13
52500                     500                      2.1454650835608153E-5    -2.3182540484705106E-7   203.82647685678137       2.2179095855103363E13
52699.99999999999         500                      2.159960453975942E-5     -2.322367191660713E-7    203.29792481734154       2.2199970298261105E13
52900                     500                      2.174509379678463E-5     -2.3264902403262712E-7   202.76778281561826       2.222084474141885E13
53099.99999999999         500                      2.1891118253038584E-5    -2.330584587734449E-7    202.24032859956768       2.2241719184576598E13
53300                     500                      2.2037677739064108E-5    -2.3346515062053186E-7   201.71553605351468       2.2262593627734344E13
53500                     500                      2.21847723783981E-5      -2.3387294309550503E-7   201.18920962730408       2.2283468070892086E13
53700                     500                      2.233240161148297E-5     -2.3427619423047622E-7   200.66761878376437       2.230434251404983E13
53900                     500                      2.2480565807322322E-5    -2.3468062654135602E-7   200.14449159862613       2.2325216957207574E13
54100                     500                      2.262926438273949E-5     -2.3508264373979412E-7   199.62404584848372       2.2346091400365316E13
54300                     500                      2.2778497218083812E-5    -2.354822779894484E-7    199.10600941398235       2.2366965843523062E13
54500                     500                      2.2928264429586746E-5    -2.358831948179402E-7    198.58719305113752       2.238784028668081E13
54700                     500                      2.3078565583914187E-5    -2.3628016376831627E-7   198.07195162940275       2.2408714729838547E13
54900                     500                      2.322940049889552E-5     -2.3667863793497075E-7   197.55674161411775       2.2429589172996297E13
55100                     500                      2.3380769123848465E-5    -2.3707495109615587E-7   197.04353361409355       2.245046361615404E13
55300                     500                      2.3532671333304046E-5    -2.3746935803831802E-7   196.53229673347147       2.2471338059311785E13
55500                     500                      2.3685106816310484E-5    -2.3786548992036672E-7   196.0211602558888        2.2492212502469527E13
55700                     500                      2.3838075218203093E-5    -2.3825803019911184E-7   195.51349158731662       2.2513086945627273E13
55900                     500                      2.39915768414351E-5      -2.38652359333244E-7     195.00511646597684       2.2533961388785016E13
56100                     500                      2.414561107614575E-5     -2.390451783091723E-7    194.49918980914094       2.2554835831942758E13
56300                     500                      2.430017758445484E-5     -2.3943653156378994E-7   193.99566942029358       2.2575710275100504E13
56500                     500                      2.4455276680082564E-5    -2.398298362533588E-7    193.49151976145347       2.259658471825825E13
56700                     500                      2.461090777400091E-5     -2.4022023193220863E-7   192.9907931581616        2.2617459161415996E13
56900.00000000001         500                      2.4767070614656624E-5    -2.4061291490854624E-7   192.49025045458592       2.263833360457374E13
57100                     500                      2.492376511983397E-5     -2.4100441539168204E-7   191.99171383991114       2.2659208047731484E13
57300.00000000001         500                      2.508099109352672E-5     -2.413950161417621E-7    191.49515408786345       2.2680082490889227E13
57500                     500                      2.523874817204602E-5     -2.4178820008370415E-7   190.99884737802626       2.270095693404697E13
57699.99999999999         500                      2.5397035957951586E-5    -2.4217893973389013E-7   190.50591206231178       2.2721831377204715E13
57900                     500                      2.555585466553914E-5     -2.425723833159753E-7    190.0124635819539        2.274270582036246E13
58099.99999999999         500                      2.5715203651183323E-5    -2.42965436347089E-7     189.52144533735935       2.2763580263520207E13
58300                     500                      2.5875082503451427E-5    -2.433581767603968E-7    189.03282050999528       2.2784454706677945E13
58500                     500                      2.6035491468468736E-5    -2.437538752484939E-7    188.54375576536472       2.2805329149835695E13
58700                     500                      2.619642990211226E-5     -2.441479623191995E-7    188.05802481455441       2.2826203592993438E13
58900                     500                      2.6357897463687857E-5    -2.4454542281327616E-7   187.57263786959805       2.284707803615118E13
59100                     500                      2.6519894024449013E-5    -2.4494297631867753E-7   187.0892667252764        2.2867952479308926E13
59300                     500                      2.6682419292433218E-5    -2.4534095285011224E-7   186.6078847977982        2.288882692246667E13
59500                     500                      2.6845472834276678E-5    -2.4574271387637075E-7   186.12691652208943       2.2909701365624414E13
59700                     500                      2.7009054188212848E-5    -2.461435108420316E-7    185.64924100117761       2.2930575808782156E13
59900                     500                      2.7173163458614048E-5    -2.4654829565579875E-7   185.1712394095379        2.2951450251939906E13
60100                     500                      2.733779994557621E-5     -2.4695417478333805E-7   184.69566733773073       2.297232469509765E13
60300                     500                      2.7502963131007096E-5    -2.473612770866082E-7    184.2224929934164        2.299319913825539E13
60500                     500                      2.7668653174212654E-5    -2.4777275410818965E-7   183.74906443158827       2.3014073581413137E13
60700                     500                      2.7834869342565093E-5    -2.481843282902133E-7    183.27890061096022       2.3034948024570883E13
60900                     500                      2.800161117496055E-5     -2.4860081844683677E-7   182.8092502413849        2.3055822467728625E13
61100                     500                      2.8168878476022203E-5    -2.490191329247015E-7    182.3416374110387        2.3076696910886367E13
61300                     500                      2.8336670819469503E-5    -2.494396722519691E-7    181.87603902057236       2.3097571354044113E13
61500                     500                      2.8504987671843068E-5    -2.498657069316177E-7    181.41102587716418       2.3118445797201855E13
61700                     500                      2.867382846647486E-5     -2.502927669282095E-7    180.94924906257603       2.31393202403596E13
61900.00000000001         500                      2.8843193157100884E-5    -2.5072565791372434E-7   180.48733610830362       2.3160194683517348E13
62100                     500                      2.901308095172641E-5     -2.5116169843584805E-7   180.0278732211327        2.3181069126675094E13
62300.00000000001         500                      2.918349117493862E-5     -2.516011050699972E-7    179.57083397950908       2.3201943569832836E13
62500                     500                      2.9354423869778378E-5    -2.5204694477781857E-7   179.11373201159375       2.322281801299058E13
62699.99999999999         500                      2.952587816312139E-5     -2.524952431575002E-7    178.6598516348268        2.3243692456148324E13
62900                     500                      2.9697853415604394E-5    -2.5295070733574567E-7   178.20666957249907       2.3264566899306066E13
63099.99999999999         500                      2.9870349324483138E-5    -2.534104437501315E-7    177.75556694233615       2.3285441342463812E13
63300                     500                      3.0043365257837722E-5    -2.538749737941667E-7    177.30652538904894       2.3306315785621555E13
63500                     500                      3.0216900531491638E-5    -2.543475282877007E-7    176.8582587506065        2.3327190228779305E13
63700                     500                      3.0390954410314827E-5    -2.548239403388429E-7    176.41320203991066       2.3348064671937043E13
63900                     500                      3.056552663118782E-5     -2.553089377759208E-7    175.9682133720017        2.336893911509479E13
64100                     500                      3.0740616250916216E-5    -2.558000767062544E-7    175.52572493719933       2.3389813558252535E13
64300                     500                      3.0916222342884095E-5    -2.5629772099200054E-7   175.08571665805275       2.3410688001410277E13
64500                     500                      3.1092344774740136E-5    -2.5680490811961713E-7   174.6458557506963        2.3431562444568023E13
64700                     500                      3.1268982439596926E-5    -2.573180155962272E-7    174.20920919929802       2.3452436887725766E13
64900                     500                      3.144613442268509E-5     -2.578417347504614E-7    173.77347296960733       2.3473311330883516E13
65100                     500                      3.1623800248490756E-5    -2.583734039655498E-7    173.33989099187576       2.3494185774041258E13
65300                     500                      3.180197895934852E-5     -2.5891375348155235E-7   172.90845139115478       2.3515060217199004E13
65500                     500                      3.1980669630427424E-5    -2.59466054064303E-7     172.47800891355493       2.3535934660356742E13
65700                     500                      3.2159871240681204E-5    -2.6002650375942804E-7   172.0507934390542        2.355680910351449E13
65900                     500                      3.2339583184440514E-5    -2.6059987193872744E-7   171.6238821642038        2.3577683546672234E13
66100                     500                      3.2519804263359326E-5    -2.611840229561199E-7    171.1995664843287        2.3598557989829977E13
66300                     500                      3.2700533140031677E-5    -2.617796061262954E-7    170.77783494897292       2.3619432432987723E13
66500                     500                      3.2881769380864613E-5    -2.623897779266017E-7    170.35649164183764       2.364030687614547E13
66700                     500                      3.3063511375823236E-5    -2.630112384224845E-7    169.93877215751522       2.366118131930321E13
66900                     500                      3.324575827173291E-5     -2.636487728051413E-7    169.5214871412832        2.3682055762460957E13
67100                     500                      3.34285087103756E-5      -2.643004450624734E-7    169.10687134212907       2.3702930205618703E13
67300                     500                      3.36117610537626E-5      -2.649671336968657E-7    168.69491914175737       2.3723804648776445E13
67500                     500                      3.379551466632656E-5     -2.6565209824973315E-7   168.28350263856544       2.3744679091934188E13
67700                     500                      3.397976763293853E-5     -2.6635235605715537E-7   167.87576882163017       2.376555353509193E13
67900                     500                      3.416451878922218E-5     -2.6707286273718434E-7   167.46862743089466       2.3786427978249676E13
68100                     500                      3.4349766521795804E-5    -2.6781194696364385E-7   167.06425319191024       2.3807302421407426E13
68300                     500                      3.4535508788236E-5       -2.6857082362097155E-7   166.6626480327947        2.3828176864565164E13
68500                     500                      3.4721744688818235E-5    -2.693529289685041E-7    166.26175252123957       2.384905130772291E13
68700                     500                      3.4908471907929026E-5    -2.7015570293666587E-7   165.86462713821902       2.3869925750880656E13
68900                     500                      3.5095688873032357E-5    -2.709843941813617E-7    165.4682829843558        2.38908001940384E13
69100                     500                      3.528339363493353E-5     -2.7183769096425735E-7   165.07483671408986       2.3911674637196145E13
69300                     500                      3.547158361761528E-5     -2.7271730747432246E-7   164.6843006336185        2.393254908035389E13
69500                     500                      3.5660257571026784E-5    -2.736269699243971E-7    164.2946853555475        2.395342352351163E13
69700                     500                      3.584941264708455E-5     -2.7456470994637353E-7   163.90896646896414       2.397429796666938E13
69900                     500                      3.603904673122873E-5     -2.75536268680994E-7     163.52426172359557       2.3995172409827117E13
70100                     500                      3.6229157431420203E-5    -2.7654085497551195E-7   163.1426308606988        2.4016046852984867E13
70300                     500                      3.641974147290517E-5     -2.775809565768198E-7    162.7641014967229        2.403692129614261E13
70500                     500                      3.661079714913125E-5     -2.786607799163982E-7    162.38675684138812       2.405779573930035E13
70700                     500                      3.680232098759375E-5     -2.7977922039157757E-7   162.01353126473867       2.4078670182458098E13
70900                     500                      3.6994309853469887E-5    -2.809429974769985E-7    161.6415960745551        2.4099544625615844E13
71100                     500                      3.718676109659521E-5     -2.821517514334113E-7    161.27292366887067       2.4120419068773586E13
71300                     500                      3.737967090658181E-5     -2.8340923887913413E-7   160.90724807898803       2.4141293511931332E13
71500                     500                      3.7573036049794186E-5    -2.8472099031285523E-7   160.54387380898416       2.416216795508907E13
71700                     500                      3.776685276852889E-5     -2.860867806602852E-7    160.18448706166677       2.418304239824682E13
71900                     500                      3.7961116919858775E-5    -2.8751487098695003E-7   159.82680045450363       2.4203916841404562E13
72100                     500                      3.815582523826712E-5     -2.8900612661141935E-7   159.47273043067736       2.4224791284562312E13
72300                     500                      3.8350972435443906E-5    -2.9056642590932363E-7   159.12238562135408       2.4245665727720055E13
72500                     500                      3.854655505228086E-5     -2.9220247480478094E-7   158.7739934772652        2.4266540170877797E13
72700                     500                      3.874256801554111E-5     -2.9391654325283783E-7   158.43039514129245       2.428741461403554E13
72900                     500                      3.893900609985242E-5     -2.9571930124101355E-7   158.0890398142604        2.4308289057193285E13
73100                     500                      3.91358653191955E-5      -2.9761370037285126E-7   157.75175638152643       2.432916350035103E13
73300                     500                      3.933313918815925E-5     -2.9960916569593996E-7   157.41875208641616       2.4350037943508773E13
73500                     500                      3.953082344505606E-5     -3.017151165733035E-7    157.08831659628143       2.437091238666652E13
73700                     500                      3.972891211628937E-5     -3.039377314700555E-7    156.7632254508636        2.4391786829824258E13
73900                     500                      3.992739901305994E-5     -3.0629227839850087E-7   156.44119214517798       2.4412661272982008E13
74100                     500                      4.012627963522197E-5     -3.087856067116894E-7    156.12387813365802       2.4433535716139754E13
74300                     500                      4.0325546870724795E-5    -3.1143375117049236E-7   155.81169279688538       2.4454410159297492E13
74500                     500                      4.0525196117461344E-5    -3.142515311887481E-7    155.50295020644188       2.447528460245524E13
74700                     500                      4.07252215500339E-5      -3.172525386692768E-7    155.20038762014818       2.449615904561299E13
74900                     500                      4.0925617460932934E-5    -3.204614252050882E-7    154.90214180547244       2.4517033488770734E13
75100                     500                      4.112638022541588E-5     -3.238929316003371E-7    154.60957124691697       2.4537907931928473E13
75300                     500                      4.132750517657432E-5     -3.275766138964522E-7    154.3234843433572        2.455878237508622E13
75500                     500                      4.152899002603289E-5     -3.3153953157227506E-7   154.04215372861484       2.457965681824396E13
75700                     500                      4.1730833568822727E-5    -3.35810559417428E-7     153.76833157355276       2.4600531261401707E13
75900                     500                      4.193303753454811E-5     -3.40436426868061E-7     153.50086018181807       2.4621405704559453E13
76100                     500                      4.2135605132458386E-5    -3.454500306152141E-7    153.2405881032294        2.4642280147717195E13
76300                     500                      4.2338546611659466E-5    -3.509119314696174E-7    152.98899621862486       2.466315459087494E13
76500                     500                      4.254187571543387E-5     -3.5688366119259104E-7   152.74440076887834       2.468402903403268E13
76700                     500                      4.274561227038802E-5     -3.6342827484043774E-7   152.50962651258308       2.470490347719043E13
76900                     500                      4.294979869632702E-5     -3.7065866819642535E-7   152.284870197221         2.4725777920348176E13
77100                     500                      4.3154473051523626E-5    -3.7865818549634565E-7   152.06935166878367       2.4746652363505914E13
77300                     500                      4.335970875086059E-5     -3.875707307616117E-7    151.86670766428495       2.476752680666366E13
77500                     500                      4.356562451911661E-5     -3.9759463729069423E-7   151.67554261722196       2.4788401249821406E13
77700                     500                      4.377233176330098E-5     -4.088974607746661E-7    151.49772284819102       2.480927569297915E13
77900                     500                      4.3980060846842216E-5    -4.2179944937389685E-7   151.3367742319895        2.4830150136136895E13
78100                     500                      4.4189140144975506E-5    -4.3671266947483475E-7   151.19020581050785       2.485102457929464E13
78300                     500                      4.4399934772311165E-5    -4.540736670758503E-7    151.0627061319231        2.487189902245238E13
78500                     500                      4.461316511159433E-5     -4.747051036913342E-7    150.95756301472815       2.489277346561013E13
78700                     500                      4.482990612891585E-5     -4.998023975156851E-7    150.87391766442715       2.4913647908767875E13
78900                     500                      4.5051562636951365E-5    -5.309331308508307E-7    150.81684646791817       2.4934522351925617E13
79100                     500                      4.5280688793614397E-5    -5.710119777695845E-7    150.78931684115045       2.4955396795083363E13
79300                     500                      4.5521480821157744E-5    -6.254152638172516E-7    150.79400322962655       2.49762712382411E13
79500                     500                      4.578038397304494E-5     -7.042091039210151E-7    150.8358185913345        2.4997145681398848E13
79700                     500                      4.606505147516197E-5     -8.26258717711474E-7     150.91167068340647       2.5018020124556594E13
79900                     500                      4.637609674937548E-5     -1.022666634890209E-6    151.01403471771073       2.5038894567714336E13
100                       700                      1.8165368924280836E-6    -1.8559541973201497E-8   401.10873074687265       1.6741563455851887E13
300                       700                      1.909023914316349E-6     -3.787161048718474E-8    383.67278279233426       1.6762477338994736E13
500                       700                      1.97160526371769E-6      -4.420259681086653E-8    374.41930489353484       1.6783391222137588E13
700.0000000000001         700                      2.018993068466145E-6     -4.570916540783304E-8    369.22756967787427       1.6804305105280438E13
900                       700                      2.0580479811922E-6       -4.583050824996584E-8    366.11884933915655       1.682521898842329E13
1100                      700                      2.092235115289173E-6     -4.578914290139171E-8    364.0819699589209        1.6846132871566137E13
1300                      700                      2.1234428626436253E-6    -4.59367442279943E-8     362.6244806114623        1.6867046754708988E13
1500                      700                      2.152768809395125E-6     -4.633901166940809E-8    361.4980696797056        1.6887960637851838E13
1700.0000000000002        700                      2.180886217908214E-6     -4.697467882345431E-8    360.5776919805125        1.6908874520994691E13
1900                      700                      2.2082366710490763E-6    -4.7801393878994957E-8   359.79031339096787       1.6929788404137541E13
2100                      700                      2.2351073649505074E-6    -4.878252923117267E-8    359.0768936749926        1.6950702287280393E13
2300                      700                      2.261675968171425E-6     -4.988790905202732E-8    358.4016859127299        1.6971616170423242E13
2500                      700                      2.288091715028378E-6     -5.107631803893285E-8    357.7849378493837        1.6992530053566094E13
2700                      700                      2.3144678859428505E-6    -5.232877362889898E-8    357.19873419746864       1.7013443936708941E13
2900                      700                      2.3408699729432638E-6    -5.3638806342673795E-8   356.6190162963194        1.7034357819851793E13
3100                      700                      2.3673613472766825E-6    -5.4977283591276534E-8   356.07272866773593       1.7055271702994643E13
3300                      700                      2.3939938878816154E-6    -5.634487584189886E-8    355.53162936171395       1.7076185586137494E13
3500                      700                      2.4207965139693387E-6    -5.7734717201885816E-8   354.99683476665945       1.7097099469280346E13
3700                      700                      2.4478025992903314E-6    -5.912825431495428E-8    354.4838753116615        1.7118013352423197E13
3900                      700                      2.475037418221113E-6     -6.054249212691727E-8    353.9586628892305        1.7138927235566047E13
4100                      700                      2.502514896941955E-6     -6.195705294605959E-8    353.4479596841908        1.7159841118708898E13
4300                      700                      2.530256034952859E-6     -6.337241158283171E-8    352.94158291797226       1.7180755001851746E13
4500                      700                      2.5582711414985297E-6    -6.479674751423044E-8    352.42758441531566       1.7201668884994598E13
4700                      700                      2.586571833664361E-6     -6.621230094110582E-8    351.92965248849623       1.7222582768137447E13
4900                      700                      2.615168310839409E-6     -6.76357848621635E-8     351.4124178783004        1.7243496651280299E13
5100                      700                      2.64406721309672E-6      -6.905359236785351E-8    350.9035096458893        1.726441053442315E13
5300                      700                      2.673276222186911E-6     -7.046609854504543E-8    350.3990991704529        1.7285324417566002E13
5500                      700                      2.702800985294857E-6     -7.188399966059165E-8    349.88172233403606       1.7306238300708852E13
5699.999999999999         700                      2.732646069722537E-6     -7.329005864468557E-8    349.37579517832563       1.7327152183851703E13
5900                      700                      2.762817549447488E-6     -7.470101132501677E-8    348.85605299429216       1.734806606699455E13
6100                      700                      2.7933176452912933E-6    -7.610525909853506E-8    348.3393905101897        1.7368979950137402E13
6300                      700                      2.824151859961525E-6     -7.750340961581837E-8    347.82541957066996       1.7389893833280252E13
6500                      700                      2.8553226307758866E-6    -7.890583581149386E-8    347.2952753907373        1.7410807716423104E13
6700                      700                      2.8868327712288967E-6    -8.029666975680807E-8    346.7749842520619        1.7431721599565955E13
6899.999999999999         700                      2.9186863435008648E-6    -8.169166178045963E-8    346.24144319455013       1.7452635482708807E13
7100                      700                      2.9508848661907666E-6    -8.308043420142041E-8    345.7091918712193        1.7473549365851656E13
7300                      700                      2.9834316060397616E-6    -8.446349616791394E-8    345.1774755402425        1.7494463248994508E13
7500                      700                      3.016329079517012E-6     -8.585014544602243E-8    344.6328048666171        1.7515377132137355E13
7700                      700                      3.049579316830891E-6     -8.722688534281615E-8    344.0959381101939        1.7536291015280207E13
7900                      700                      3.083185051870746E-6     -8.860737670324504E-8    343.54491972803623       1.7557204898423057E13
8100.000000000001         700                      3.117148270178038E-6     -8.998227813851418E-8    342.9950613143095        1.7578118781565908E13
8300                      700                      3.151471185241193E-6     -9.13522920421935E-8     342.445167484413         1.7599032664708758E13
8500                      700                      3.1861562226261097E-6    -9.272573667474559E-8    341.882884517143         1.761994654785161E13
8700                      700                      3.2212051991836385E-6    -9.409048611755268E-8    341.3273005065027        1.764086043099446E13
8900                      700                      3.2566205556050115E-6    -9.545876175121551E-8    340.75901806758253       1.7661774314137312E13
9100                      700                      3.292404203609926E-6     -9.682223441211661E-8    340.19127635585295       1.768268819728016E13
9300                      700                      3.32855824437991E-6      -9.818152801732953E-8    339.6231863677143        1.770360208042301E13
9500                      700                      3.365084965292044E-6     -9.954406872915899E-8    339.0435409961645        1.772451596356586E13
9700                      700                      3.401986179358997E-6     -1.008990203025102E-7    338.469820728818         1.774542984670871E13
9900                      700                      3.4392642107180483E-6    -1.0225722170139047E-7   337.8846548046121        1.7766343729851562E13
10100                     700                      3.4769209871514555E-6    -1.0361128183177256E-7   337.2997539507363        1.7787257612994414E13
10300                     700                      3.5149586023516163E-6    -1.0496174913422954E-7   336.71442783020757       1.7808171496137266E13
10500                     700                      3.553379265411541E-6     -1.0631520127943132E-7   336.11849543059503       1.7829085379280117E13
10700                     700                      3.5921848415416827E-6    -1.0766200284708824E-7   335.5279286277974        1.7849999262422965E13
10900                     700                      3.6313775842014618E-6    -1.0901170836747907E-7   334.9270009496024        1.7870913145565816E13
11100.000000000002        700                      3.6709594482364513E-6    -1.1035778107732424E-7   334.3262741521816        1.7891827028708664E13
11299.999999999998        700                      3.71093253555599E-6      -1.1170069613408792E-7   333.72517688135423       1.7912740911851516E13
11500                     700                      3.751298984722654E-6     -1.1304624636762249E-7   333.11444341904973       1.7933654794994367E13
11700                     700                      3.7920607136396003E-6    -1.1438591370594637E-7   332.50865627317944       1.795456867813722E13
11900                     700                      3.8332199087610225E-6    -1.1572804993772996E-7   331.893484823794         1.797548256128007E13
12100                     700                      3.874778392117482E-6     -1.1706688914230165E-7   331.27846778675564       1.799639644442292E13
12300                     700                      3.916738835296895E-6     -1.1840303693362995E-7   330.6633191298318        1.801731032756577E13
12500                     700                      3.959102575575392E-6     -1.1974136629628582E-7   330.0395182782912        1.803822421070862E13
12700                     700                      4.001871626486527E-6     -1.21074105215183E-7     329.42032246303063       1.805913809385147E13
12900                     700                      4.045049011643647E-6     -1.2240909807143927E-7   328.7924009343882        1.808005197699432E13
13100                     700                      4.088635557248799E-6     -1.237412701445489E-7    328.1649416989046        1.810096586013717E13
13300                     700                      4.132633680330806E-6     -1.2507060182219726E-7   327.5376774841089        1.8121879743280023E13
13500                     700                      4.177045741911895E-6     -1.2640165834313381E-7   326.9024001442255        1.8142793626422875E13
13700.000000000002        700                      4.221873319346641E-6     -1.2772795776570025E-7   326.2714624072156        1.8163707509565727E13
