% Model:              IceShelf2D_forward.mph
% Version:            COMSOL 6.1.0.282
% Date:               Apr 8 2025, 10:43
% Dimension:          2
% Nodes:              100000
% Expressions:        4
% Description:        Dependent variable u, Dependent variable v, Dependent variable H, given viscosity
% Length unit:        m
% x                       y                        u (m/s)                  v (m/s)                  H (m)                    nu (Pa*s)
29900.000000000004        25900                    4.1857998194640866E-5    9.575292497595848E-8     338.0137973153015        5.9217373736223914E13
30099.999999999996        25900                    4.19176216927254E-5      9.562828357181829E-8     337.36204004292205       5.927974063852641E13
30299.999999999996        25900                    4.197723725710991E-5     9.551167204884134E-8     336.712625726379         5.9342107540828914E13
30500                     25900                    4.203684539290582E-5     9.540292251753675E-8     336.0658992207369        5.9404474443131414E13
30700                     25900                    4.209644680846445E-5     9.530180401406831E-8     335.42126947125047       5.9466841345433914E13
30900                     25900                    4.215604222229752E-5     9.520809054142917E-8     334.7792590319936        5.952920824773641E13
31100                     25900                    4.2215632161180406E-5    9.512161948179974E-8     334.1394725019342        5.959157515003891E13
31300                     25900                    4.227521747179174E-5     9.504213703987223E-8     333.5018792965319        5.965394205234141E13
31500                     25900                    4.23347986934362E-5      9.496948614061349E-8     332.8668124301053        5.971630895464391E13
31700                     25900                    4.239437658034356E-5     9.49034511952032E-8      332.23370562215297       5.9778675856946414E13
31900                     25900                    4.245395189499087E-5     9.484382165579489E-8     331.6030631659597        5.9841042759248914E13
32100                     25900                    4.251352519492144E-5     9.479044635729799E-8     330.9745063296874        5.9903409661551414E13
32300                     25900                    4.257309737368642E-5     9.474308978635288E-8     330.3480072879009        5.9965776563853914E13
32500                     25900                    4.263266899883478E-5     9.470160643352782E-8     329.7238887280524        6.0028143466156414E13
32700                     25900                    4.269224086215446E-5     9.466579699194452E-8     329.10160628839765       6.0090510368458914E13
32900                     25900                    4.275181376163181E-5     9.463546712179861E-8     328.4816483120059        6.015287727076141E13
33100                     25900                    4.2811388279410726E-5    9.461047757265865E-8     327.8636508168291        6.0215244173063914E13
33300                     25900                    4.287096534603615E-5     9.459061171291171E-8     327.2475885169614        6.0277611075366414E13
33500                     25900                    4.29305455510364E-5      9.457573589597208E-8     326.6337751250225        6.0339977977668914E13
33700                     25900                    4.299012971507216E-5     9.456566740533805E-8     326.02168562156663       6.0402344879971414E13
33900                     25900                    4.304971866291942E-5     9.456022831384384E-8     325.41179446557794       6.0464711782273914E13
34100                     25900                    4.310931299501069E-5     9.455929136603273E-8     324.80375069282087       6.0527078684576414E13
34300                     25900                    4.316891366886248E-5     9.456265884510746E-8     324.19753135228814       6.0589445586878914E13
34500                     25900                    4.322852128967917E-5     9.457020893150773E-8     323.59344238254994       6.0651812489181414E13
34700                     25900                    4.328813669830655E-5     9.458177537089603E-8     322.990975793479         6.071417939148391E13
34900                     25900                    4.334776073765963E-5     9.459719645171238E-8     322.39059399724806       6.0776546293786414E13
35100                     25900                    4.340739402023016E-5     9.461635671917069E-8     321.79195749241586       6.0838913196088914E13
35300                     25900                    4.346703752067418E-5     9.463907699955308E-8     321.1950454725504        6.0901280098391414E13
35500                     25900                    4.352669185372457E-5     9.466524702847713E-8     320.60015716293134       6.0963647000693914E13
35700                     25900                    4.358635787197379E-5     9.469471657883658E-8     320.00679953593806       6.1026013902996414E13
35900                     25900                    4.364603642812269E-5     9.472733967847618E-8     319.41542458201224       6.1088380805298914E13
36100                     25900                    4.370572814072897E-5     9.476301229012503E-8     318.82570287280015       6.1150747707601414E13
36300                     25900                    4.3765433992170237E-5    9.480157313619823E-8     318.23761556973955       6.1213114609903914E13
36500                     25900                    4.3825154600843705E-5    9.48429230773355E-8      317.65145611690235       6.1275481512206414E13
36700                     25900                    4.3884890823063206E-5    9.488692727591408E-8     317.0667446104436        6.1337848414508914E13
36900                     25900                    4.3944643513404576E-5    9.493345484174978E-8     316.48392404890205       6.1400215316811414E13
37100                     25900                    4.4004413290830894E-5    9.498241265156862E-8     315.9026738404539        6.1462582219113914E13
37300                     25900                    4.40642011365738E-5      9.503365650538676E-8     315.32297695059026       6.1524949121416414E13
37500                     25900                    4.4124007667189874E-5    9.50870978625356E-8      314.7451218566929        6.1587316023718914E13
37700                     25900                    4.418383373519674E-5     9.514261651724618E-8     314.16864014989653       6.1649682926021414E13
37900                     25900                    4.424368018965666E-5     9.520009590099196E-8     313.59396708806344       6.1712049828323914E13
38100                     25900                    4.430354764466124E-5     9.525945323536268E-8     313.0207898202928        6.1774416730626414E13
38300                     25900                    4.4363437072046716E-5    9.53205604906931E-8      312.44909296445945       6.1836783632928914E13
38500                     25900                    4.442334908141821E-5     9.538333915225561E-8     311.8791607388129        6.189915053523142E13
38700                     25900                    4.4483284514527126E-5    9.54476828350851E-8      311.3105347929333        6.1961517437533914E13
38900                     25900                    4.454324420808419E-5     9.551348849195021E-8     310.74364373258203       6.2023884339836414E13
39100                     25900                    4.460322876643113E-5     9.558068309848927E-8     310.1781814812405        6.2086251242138914E13
39300                     25900                    4.4663239144391195E-5    9.564915386599713E-8     309.61413416890315       6.2148618144441414E13
39500                     25900                    4.472327593990321E-5     9.571883172661334E-8     309.0517823652108        6.2210985046743914E13
39700                     25900                    4.478333997752635E-5     9.578962330526944E-8     308.49067651708503       6.2273351949046414E13
39900                     25900                    4.484343207531918E-5     9.586143828658739E-8     307.93123951907575       6.233571885134892E13
40100                     25900                    4.4903552823380233E-5    9.593421282333171E-8     307.3731712202588        6.2398085753651414E13
40300                     25900                    4.496370315250335E-5     9.600784847058363E-8     306.81645913315714       6.246045265595392E13
40500                     25900                    4.502388364461791E-5     9.60822850547265E-8      306.26138070141593       6.252281955825642E13
40700                     25900                    4.5084095101169836E-5    9.615744144371134E-8     305.70749406789986       6.2585186460558914E13
40900                     25900                    4.514433831575583E-5     9.623323931738931E-8     305.1552172229387        6.2647553362861414E13
41100                     25900                    4.520461386008518E-5     9.630962347209564E-8     304.60425519959193       6.2709920265163914E13
41300                     25900                    4.526492263444064E-5     9.638650898670264E-8     304.05459677328565       6.2772287167466414E13
41500                     25900                    4.5325265200724585E-5    9.646384408311237E-8     303.5065167046147        6.2834654069768914E13
41700                     25900                    4.538564233178511E-5     9.654155918616484E-8     302.9595798762502        6.289702097207142E13
41900.00000000001         25900                    4.5446054791362885E-5    9.661958732266934E-8     302.4142000598801        6.295938787437392E13
42100                     25900                    4.550650312892195E-5     9.669788146725165E-8     301.8700868283998        6.302175477667642E13
42300.00000000001         25900                    4.55669882081896E-5      9.677636951836644E-8     301.3272301098003        6.308412167897892E13
42500                     25900                    4.5627510567283624E-5    9.685500767219012E-8     300.78590235221685       6.3146488581281414E13
42699.99999999999         25900                    4.5688070945312213E-5    9.693373733697672E-8     300.2456743542093        6.3208855483583914E13
42900                     25900                    4.574867007108105E-5     9.701250235771145E-8     299.70695624408984       6.3271222385886414E13
43099.99999999999         25900                    4.5809308468167616E-5    9.709126351229547E-8     299.16946157912673       6.3333589288188914E13
43300                     25900                    4.586998695801118E-5     9.716996096462585E-8     298.63318133818495       6.3395956190491414E13
43500                     25900                    4.593070605136501E-5     9.72485585627117E-8      298.0983859615303        6.345832309279392E13
43700                     25900                    4.5991466448679615E-5    9.732700826614089E-8     297.56465146034486       6.3520689995096414E13
43900                     25900                    4.6052268838938475E-5    9.74052643572966E-8      297.03238479418815       6.358305689739892E13
44100                     25900                    4.611311371631358E-5     9.74832951529044E-8      296.50130303013174       6.364542379970142E13
44300                     25900                    4.6174001854383436E-5    9.756105271016658E-8     295.97139810427456       6.370779070200392E13
44500                     25900                    4.623493373303505E-5     9.763850832526476E-8     295.4429386929792        6.3770157604306414E13
44700                     25900                    4.629591000922695E-5     9.771562424576208E-8     294.9155054273914        6.3832524506608914E13
44900                     25900                    4.635693132727791E-5     9.779236498599567E-8     294.3895024805022        6.389489140891142E13
45100                     25900                    4.6417998148449046E-5    9.78687062671508E-8      293.86465002874195       6.3957258311213914E13
45300                     25900                    4.647911119286621E-5     9.794461188071962E-8     293.34094087930316       6.401962521351642E13
45500                     25900                    4.654027090601039E-5     9.802006050587483E-8     292.8186421323756        6.408199211581892E13
45700                     25900                    4.6601477896432466E-5    9.809502461042712E-8     292.2973385485335        6.414435901812142E13
45900                     25900                    4.666273275881798E-5     9.816947893787981E-8     291.77743181066546       6.420672592042392E13
46100                     25900                    4.672403591789871E-5     9.824340662920506E-8     291.25864487251255       6.426909282272642E13
46300                     25900                    4.6785388034529815E-5    9.831678329580696E-8     290.74097133322346       6.4331459725028914E13
46500                     25900                    4.684678951607393E-5     9.838959509315262E-8     290.2246768516941        6.4393826627331414E13
46700                     25900                    4.690824091748755E-5     9.846182486479334E-8     289.70934992261647       6.445619352963392E13
46900.00000000001         25900                    4.6969742778531475E-5    9.853345781141793E-8     289.19538995474227       6.451856043193642E13
47100                     25900                    4.703129548353141E-5     9.860448467910461E-8     288.6825224108022        6.458092733423892E13
47300.00000000001         25900                    4.7092899627789767E-5    9.86748932620505E-8      288.1707416093252        6.464329423654142E13
47500                     25900                    4.715455557651196E-5     9.874467746475874E-8     287.66031185231384       6.470566113884392E13
47699.99999999999         25900                    4.721626382538451E-5     9.88138309139802E-8      287.1508250632014        6.476802804114642E13
47900                     25900                    4.727802485340441E-5     9.888234975591139E-8     286.6426785157629        6.483039494344892E13
48099.99999999999         25900                    4.733983900018995E-5     9.895023271832884E-8     286.13559997353144       6.489276184575142E13
48300                     25900                    4.740170678847337E-5     9.901748045272288E-8     285.6295844080188        6.4955128748053914E13
48500                     25900                    4.746362853676185E-5     9.908409508671513E-8     285.12489479960135       6.501749565035642E13
48700                     25900                    4.7525604675059796E-5    9.915008172002671E-8     284.62112628135674       6.5079862552658914E13
48900                     25900                    4.758763561495751E-5     9.921544822393393E-8     284.1186740565887        6.514222945496142E13
49100                     25900                    4.7649721646451164E-5    9.928020189805312E-8     283.61726803908005       6.520459635726394E13
49300                     25900                    4.7711863211641765E-5    9.934435727324436E-8     283.1169037927857        6.526696325956642E13
49500                     25900                    4.777406057709571E-5     9.940792539864351E-8     282.61784296289017       6.532933016186892E13
49700                     25900                    4.783631409970559E-5     9.947092385049242E-8     282.1196837573067        6.539169706417142E13
49900                     25900                    4.789862411591855E-5     9.953337332804761E-8     281.62281929930225       6.545406396647394E13
50100                     25900                    4.796099086036687E-5     9.95952905295659E-8      281.12698155860244       6.551643086877644E13
50300                     25900                    4.802341468506748E-5     9.965670527178862E-8     280.632166636668         6.557879777107892E13
50500                     25900                    4.8085895798476966E-5    9.971763847141034E-8     280.13863478033124       6.5641164673381414E13
50700                     25900                    4.8148434475612186E-5    9.977812153051246E-8     279.6459872215259        6.570353157568392E13
50900                     25900                    4.821103096862134E-5     9.983818943476681E-8     279.1546149188346        6.576589847798642E13
51100                     25900                    4.827368544996378E-5     9.98978693674593E-8      278.66425185960765       6.582826538028892E13
51300                     25900                    4.833639817033729E-5     9.995720825854606E-8     278.17489463328957       6.589063228259144E13
51500                     25900                    4.839916927274163E-5     1.0001623810872776E-7    277.68680197377057       6.595299918489392E13
51700                     25900                    4.846199893986623E-5     1.0007500587184257E-7    277.1995781716091        6.601536608719644E13
51900.00000000001         25900                    4.8524887328621825E-5    1.00133562664361E-7      276.7136118583458        6.607773298949894E13
52100                     25900                    4.8587834541151856E-5    1.0019194752209024E-7    276.2286390575273        6.614009989180142E13
52300.00000000001         25900                    4.865084071338464E-5     1.0025022676965085E-7    275.74465680235465       6.620246679410392E13
52500                     25900                    4.8713905914059825E-5    1.0030844499893758E-7    275.26192214483933       6.626483369640642E13
52699.99999999999         25900                    4.87770302210095E-5      1.0036666684519107E-7    274.7800425573554        6.632720059870892E13
52900                     25900                    4.884021368278655E-5     1.0042496181181163E-7    274.29940410008766       6.638956750101142E13
53099.99999999999         25900                    4.89034563214487E-5      1.0048338245344339E-7    273.819744910302         6.645193440331392E13
53300                     25900                    4.896675814201617E-5     1.0054201725130107E-7    273.3410624259753        6.651430130561642E13
53500                     25900                    4.903011912840581E-5     1.0060092520168512E-7    272.8636117899711        6.657666820791894E13
53700                     25900                    4.909353923856083E-5     1.0066019117407515E-7    272.3870038731641        6.663903511022142E13
53900                     25900                    4.915701839694285E-5     1.0071990574348685E-7    271.91162183225833       6.670140201252394E13
54100                     25900                    4.9220556533812314E-5    1.0078013695924796E-7    271.4372060579469        6.676376891482642E13
54300                     25900                    4.928415350394795E-5     1.0084099871538927E-7    270.9637543592652        6.682613581712892E13
54500                     25900                    4.934780919379923E-5     1.0090256653818042E-7    270.49151967931476       6.688850271943142E13
54700                     25900                    4.9411523423438224E-5    1.009649485137456E-7     270.0201166042529        6.695086962173392E13
54900                     25900                    4.94752959744352E-5      1.0102825940361122E-7    269.5499249599742        6.701323652403642E13
55100                     25900                    4.953912667127044E-5     1.0109258503640828E-7    269.08068759686677       6.707560342633892E13
55300                     25900                    4.960301519542636E-5     1.0115806846281881E-7    268.6124026666504        6.713797032864144E13
55500                     25900                    4.966696132082595E-5     1.0122480416915895E-7    268.1453205527493        6.720033723094394E13
55700                     25900                    4.9730964708276947E-5    1.0129292685580301E-7    267.6790599816909        6.726270413324644E13
55900                     25900                    4.979502497413156E-5     1.0136257899435675E-7    267.213996917213         6.732507103554892E13
56100                     25900                    4.985914182050339E-5     1.014338667674668E-7     266.74987694768964       6.738743793785142E13
56300                     25900                    4.992331472827834E-5     1.0150696657655406E-7    266.2866985446252        6.744980484015392E13
56500                     25900                    4.998754334105159E-5     1.0158199457351264E-7    265.8247090957989        6.751217174245642E13
56700                     25900                    5.005182713511374E-5     1.0165911584074356E-7    265.3635320111267        6.757453864475894E13
56900.00000000001         25900                    5.011616553530447E-5     1.0173850443649194E-7    264.90353874681654       6.763690554706144E13
57100                     25900                    5.018055810186624E-5     1.0182028971794498E-7    264.44447798597014       6.769927244936394E13
57300.00000000001         25900                    5.024500408305464E-5     1.0190468599984246E-7    263.98634850262124       6.776163935166644E13
57500                     25900                    5.030950297129409E-5     1.0199183402145876E-7    263.52939416957315       6.782400625396894E13
57699.99999999999         25900                    5.037405402884319E-5     1.0208193329673415E-7    263.0732437518209        6.788637315627144E13
57900                     25900                    5.043865645838207E-5     1.021751935968406E-7     262.61826342778966       6.794874005857392E13
58099.99999999999         25900                    5.050330965559109E-5     1.0227177043966034E-7    262.1642054177045        6.801110696087642E13
58300                     25900                    5.056801259892548E-5     1.023719208415503E-7     261.7110687866991        6.807347386317892E13
58500                     25900                    5.0632764605517436E-5    1.0247581316673007E-7    261.25909328239123       6.813584076548144E13
58700                     25900                    5.06975646895077E-5      1.0258368554451289E-7    260.8079138366047        6.819820766778394E13
58900                     25900                    5.0762411796142175E-5    1.0269578766745511E-7    260.3578904436775        6.826057457008644E13
59100                     25900                    5.082730513047973E-5     1.0281230423776617E-7    259.9087793966802        6.832294147238894E13
59300                     25900                    5.089224335862E-5        1.0293353976332974E-7    259.46058004640275       6.838530837469144E13
59500                     25900                    5.0957225594872915E-5    1.0305969323179889E-7    259.0135273069712        6.844767527699394E13
59700                     25900                    5.1022250566457415E-5    1.0319104548094517E-7    258.56726324020104       6.851004217929644E13
59900                     25900                    5.1087316921188275E-5    1.033278901643439E-7     258.1221406032439        6.857240908159894E13
60100                     25900                    5.115242364403326E-5     1.0347044403923497E-7    257.6779203987626        6.863477598390144E13
60300                     25900                    5.121756904079188E-5     1.0361906356813898E-7    257.2346022638406        6.869714288620394E13
60500                     25900                    5.1282751992051726E-5    1.0377398109723248E-7    256.792415466481         6.875950978850644E13
60700                     25900                    5.134797089468863E-5     1.039355238517225E-7     256.35101032343323       6.882187669080894E13
60900                     25900                    5.141322405454619E-5     1.0410403296107339E-7    255.91073114548612       6.888424359311144E13
61100                     25900                    5.147851020379004E-5     1.0427975968727084E-7    255.47134438976693       6.894661049541394E13
61300                     25900                    5.1543827234943006E-5    1.0446311612600082E-7    255.03284998633885       6.900897739771644E13
61500                     25900                    5.1609173760884364E-5    1.0465437014419766E-7    254.5954706358041        6.907134430001894E13
61700                     25900                    5.167454780056736E-5     1.0485389817577527E-7    254.15886620466702       6.9133711202321445E13
61900.00000000001         25900                    5.173994726935112E-5     1.0506209133358964E-7    253.7233711856413        6.919607810462394E13
62100                     25900                    5.1805370611112637E-5    1.0527923705166804E-7    253.28875834897883       6.925844500692644E13
62300.00000000001         25900                    5.1870815247952455E-5    1.0550580534114584E-7    252.85502793022462       6.932081190922894E13
62500                     25900                    5.1936279488593475E-5    1.0574210076925158E-7    252.4223950314189        6.938317881153144E13
62699.99999999999         25900                    5.2001760923281814E-5    1.0598855035784607E-7    251.99053053768696       6.944554571383394E13
62900                     25900                    5.206725702550515E-5     1.0624559607424502E-7    251.55975758753522       6.950791261613644E13
63099.99999999999         25900                    5.213276591345773E-5     1.0651356194089421E-7    251.12985623991378       6.9570279518438945E13
63300                     25900                    5.219828447904259E-5     1.0679297598416423E-7    250.70082705364638       6.963264642074144E13
63500                     25900                    5.226381068899082E-5     1.0708417914611765E-7    250.27287639447565       6.9695013323043945E13
63700                     25900                    5.232934165245321E-5     1.0738764823302787E-7    249.84568780719982       6.975738022534644E13
63900                     25900                    5.239487434857736E-5     1.0770387451231572E-7    249.41957138043225       6.981974712764894E13
64100                     25900                    5.2460406531959954E-5    1.0803321717571045E-7    248.9943155535082        6.988211402995144E13
64300                     25900                    5.2525934504309117E-5    1.0837625920979332E-7    248.56992123071691       6.994448093225394E13
64500                     25900                    5.259145585278901E-5     1.0873337546104871E-7    248.14658480679788       7.000684783455644E13
64700                     25900                    5.265696715388608E-5     1.0910508863078415E-7    247.7240042890337        7.006921473685894E13
64900                     25900                    5.272246484151327E-5     1.0949193435608979E-7    247.30247487512256       7.013158163916144E13
65100                     25900                    5.2787946270267704E-5    1.0989430304288429E-7    246.88179458618006       7.0193948541463945E13
65300                     25900                    5.285340709491863E-5     1.1031282527439367E-7    246.4619646971412        7.0256315443766445E13
65500                     25900                    5.291884448809617E-5     1.1074790443448522E-7    246.04317031798058       7.0318682346068945E13
65700                     25900                    5.298425444628906E-5     1.112001010899393E-7     245.62512586108346       7.038104924837144E13
65900                     25900                    5.3049632812547724E-5    1.1166998584571203E-7    245.2081096734421        7.044341615067394E13
66100                     25900                    5.311497650938178E-5     1.1215797302916365E-7    244.7919306550592        7.050578305297644E13
66300                     25900                    5.318028049586562E-5     1.1266472784265667E-7    244.3765904777162        7.056814995527894E13
66500                     25900                    5.3245541500899475E-5    1.1319067310360942E-7    243.96226160223253       7.063051685758144E13
66700                     25900                    5.331075490244319E-5     1.137363939044777E-7     243.5486768917426        7.069288375988394E13
66900                     25900                    5.3375915917198805E-5    1.1430248074950362E-7    243.13609580616944       7.075525066218644E13
67100                     25900                    5.3441021011486075E-5    1.1488936038899759E-7    242.72433949343358       7.081761756448894E13
67300                     25900                    5.3506064414058376E-5    1.154977126603825E-7     242.31341004675537       7.087998446679144E13
67500                     25900                    5.357104239072605E-5     1.1612796609212141E-7    241.9034659039938        7.094235136909394E13
67700                     25900                    5.363594967701505E-5     1.1678071043543608E-7    241.49426047263648       7.100471827139644E13
67900                     25900                    5.3700780844084234E-5    1.1745653414302598E-7    241.08603227380885       7.106708517369894E13
68100                     25900                    5.376553189054377E-5     1.1815585981130742E-7    240.6786161083845        7.112945207600144E13
68300                     25900                    5.383019630194646E-5     1.188793535511366E-7     240.27201451070428       7.119181897830394E13
68500                     25900                    5.3894769876481884E-5    1.1962743041293128E-7    239.86637056856927       7.125418588060644E13
68700                     25900                    5.39592467050666E-5      1.2040065725900321E-7    239.4614602986728        7.131655278290894E13
68900                     25900                    5.402362071782629E-5     1.2119959054546886E-7    239.05749929963287       7.137891968521144E13
69100                     25900                    5.4087887452227643E-5    1.220246262752383E-7     238.6543374159964        7.144128658751394E13
69300                     25900                    5.415203966851622E-5     1.2287637890443218E-7    238.25197763405245       7.150365348981644E13
69500                     25900                    5.421607271341811E-5     1.237552246446956E-7     237.8505464839043        7.156602039211894E13
69700                     25900                    5.427998006106369E-5     1.246616713065607E-7     237.4498445263624        7.162838729442144E13
69900                     25900                    5.434375503728575E-5     1.25596204571017E-7      237.05006262992092       7.169075419672394E13
70100                     25900                    5.440739274933666E-5     1.2655916497587E-7       236.6510669925835        7.175312109902644E13
70300                     25900                    5.4470885291002844E-5    1.2755106703380353E-7    236.25286105003914       7.181548800132894E13
70500                     25900                    5.453422760092502E-5     1.2857221616470004E-7    235.85555377691978       7.187785490363144E13
70700                     25900                    5.459741260341062E-5     1.2962301583434537E-7    235.45897195561096       7.194022180593394E13
70900                     25900                    5.4660433098255354E-5    1.3070383298283203E-7    235.06328022690093       7.200258870823644E13
71100                     25900                    5.4723283824562605E-5    1.3181491718159458E-7    234.66836228729335       7.206495561053894E13
71300                     25900                    5.478595632030374E-5     1.3295662420983434E-7    234.27422200045515       7.212732251284145E13
71500                     25900                    5.484844519347707E-5     1.3412915018224132E-7    233.88095010635024       7.218968941514394E13
71700                     25900                    5.4910742934175864E-5    1.3533273993626545E-7    233.48840087463998       7.225205631744644E13
71900                     25900                    5.497284194536821E-5     1.3656758489161121E-7    233.09671168884876       7.231442321974894E13
72100                     25900                    5.503473669802775E-5     1.3783380187221924E-7    232.70578462586772       7.237679012205144E13
72300                     25900                    5.5096418347501087E-5    1.3913151942845754E-7    232.31562392671685       7.243915702435394E13
72500                     25900                    5.515788128917448E-5     1.404607799578506E-7     231.9263018670846        7.250152392665644E13
72700                     25900                    5.5219117752407184E-5    1.4182160743899657E-7    231.53770087652015       7.256389082895895E13
72900                     25900                    5.528011993209705E-5     1.4321395352042622E-7    231.14993069162134       7.262625773126144E13
73100                     25900                    5.5340882175325684E-5    1.4463775528937246E-7    230.76291229141992       7.268862463356395E13
73300                     25900                    5.540139550036036E-5     1.4609283789022962E-7    230.37665017819435       7.275099153586644E13
73500                     25900                    5.546165425342085E-5     1.475790411050478E-7     229.9911985621434        7.281335843816894E13
73700                     25900                    5.552165064332795E-5     1.4909610012096162E-7    229.60646789484153       7.287572534047144E13
73900                     25900                    5.558137691089669E-5     1.5064365753337724E-7    229.2225406688391        7.293809224277394E13
74100                     25900                    5.5640827473041174E-5    1.5222142045090442E-7    228.83935689125883       7.300045914507644E13
74300                     25900                    5.5699993537610585E-5    1.5382883041562783E-7    228.45692100451322       7.306282604737894E13
74500                     25900                    5.5758869609297986E-5    1.5546547296973034E-7    228.07527050281885       7.312519294968144E13
74700                     25900                    5.5817448195411514E-5    1.5713072526903375E-7    227.694342605266         7.318755985198395E13
74900                     25900                    5.5875721898517475E-5    1.5882384935110943E-7    227.31419383310705       7.324992675428644E13
75100                     25900                    5.5933685454033765E-5    1.6054427204820975E-7    226.9347830961662        7.331229365658895E13
75300                     25900                    5.599133067820136E-5     1.622909739881576E-7     226.5561138744587        7.337466055889144E13
75500                     25900                    5.6048652464113394E-5    1.6406323022455684E-7    226.17820985976368       7.343702746119395E13
75700                     25900                    5.610564404697565E-5     1.6586000169949374E-7    225.8010321305673        7.349939436349644E13
75900                     25900                    5.616229874094881E-5     1.676800937313365E-7     225.42461351786437       7.356176126579895E13
76100                     25900                    5.621861191196953E-5     1.6952260845166588E-7    225.0489316028591        7.362412816810144E13
76300                     25900                    5.62745765244444E-5      1.7138601110729412E-7    224.67398712249116       7.368649507040395E13
76500                     25900                    5.63301880293671E-5      1.7326917494113197E-7    224.29979487531972       7.374886197270644E13
76700                     25900                    5.638544100670125E-5     1.7517064573821064E-7    223.9263345364095        7.381122887500895E13
76900                     25900                    5.644032983769779E-5     1.7708867147011896E-7    223.5536196925419        7.387359577731145E13
77100                     25900                    5.6494850832815225E-5    1.7902198113394324E-7    223.1816447896116        7.393596267961395E13
77300                     25900                    5.6548998889920256E-5    1.8096860625468712E-7    222.81040986607118       7.399832958191644E13
77500                     25900                    5.660276997027791E-5     1.8292670799943848E-7    222.43993673057724       7.406069648421894E13
77700                     25900                    5.665616084255177E-5     1.8489460460468997E-7    222.0701864076187        7.412306338652144E13
77900                     25900                    5.6709167491920183E-5    1.8686996016984834E-7    221.70116737791207       7.418543028882394E13
78100                     25900                    5.676178718555666E-5     1.8885082654074293E-7    221.33289723299282       7.424779719112645E13
78300                     25900                    5.681401728009783E-5     1.9083500158439713E-7    220.9653800642036        7.431016409342895E13
78500                     25900                    5.6865855621715025E-5    1.9282011240486268E-7    220.5985819005934        7.437253099573145E13
78700                     25900                    5.691730038421093E-5     1.9480366794547322E-7    220.23259227497076       7.443489789803395E13
78900                     25900                    5.6968350311758606E-5    1.9678321572177518E-7    219.8673268252379        7.449726480033645E13
79100                     25900                    5.701900456138423E-5     1.9875609090907498E-7    219.50281728789025       7.455963170263894E13
79300                     25900                    5.7069262804129816E-5    2.007195774817469E-7     219.13906674043713       7.462199860494144E13
79500                     25900                    5.71191252324882E-5      2.0267080308149712E-7    218.77607896042014       7.468436550724394E13
79700                     25900                    5.7168592573142145E-5    2.0460685840793725E-7    218.41385773652223       7.474673240954644E13
79900                     25900                    5.721766612148255E-5     2.0652471072833458E-7    218.0524075093311        7.480909931184895E13
100                       26100                    3.168473450964487E-5     6.32631220240831E-9      499.079677010259         4.987217440146186E13
300                       26100                    3.1799059543121415E-5    1.8588874333165714E-8    497.249562787879         4.9934475681163875E13
500                       26100                    3.19112231203484E-5      3.034067748926456E-8     495.43303847983356       4.999677696086588E13
700.0000000000001         26100                    3.202129375663453E-5     4.159294020360076E-8     493.6289153238428        5.005907824056791E13
900                       26100                    3.2129338315963125E-5    5.235685097335688E-8     491.83841489365506       5.0121379520269914E13
1100                      26100                    3.2235423500178806E-5    6.264381514201178E-8     490.06069838733885       5.018368079997192E13
1300                      26100                    3.233961381916051E-5     7.246510694681657E-8     488.2964644404665        5.024598207967394E13
1500                      26100                    3.2441973360565884E-5    8.183220996348722E-8     486.545777019765         5.0308283359375945E13
1700.0000000000002        26100                    3.254256277587404E-5     9.075626471758702E-8     484.808122999252         5.037058463907798E13
1900                      26100                    3.26414442107106E-5      9.924829233286937E-8     483.0840255530199        5.0432885918779984E13
2100                      26100                    3.273867514253855E-5     1.0731977732714924E-7    481.37364269600226       5.0495187198482E13
2300                      26100                    3.2834322856955496E-5    1.1498317853245643E-7    479.6763618474322        5.055748847818401E13
2500                      26100                    3.292842828048142E-5     1.222474742723256E-7     477.992822982072         5.0619789757886016E13
2700                      26100                    3.30210615096424E-5      1.2912599874199878E-7    476.3228337557597        5.068209103758803E13
2900                      26100                    3.3112268654039076E-5    1.3562853833791648E-7    474.66611573383636       5.074439231729005E13
3100                      26100                    3.320210281770847E-5     1.4176608777855428E-7    473.02310926342625       5.080669359699206E13
3300                      26100                    3.3290623231675355E-5    1.4755128448413877E-7    471.39349841980015       5.086899487669407E13
3500                      26100                    3.3377869295578184E-5    1.5299267437998484E-7    469.7773736201489        5.093129615639609E13
3700                      26100                    3.346389663949506E-5     1.5810252361992085E-7    468.17469599943115       5.09935974360981E13
3900                      26100                    3.354875400830902E-5     1.6289179811328585E-7    466.58541010269414       5.1055898715800125E13
4100                      26100                    3.363247995524989E-5     1.673693100253005E-7     465.00951636008443       5.111819999550213E13
4300                      26100                    3.371512981447605E-5     1.7154792878741234E-7    463.4468440569232        5.118050127520414E13
4500                      26100                    3.379673766724794E-5     1.7543571609123086E-7    461.897609964076         5.124280255490616E13
4700                      26100                    3.387735021112934E-5     1.7904388646076695E-7    460.361374390705         5.1305103834608164E13
4900                      26100                    3.3957011423157586E-5    1.823831967264315E-7     458.83848794420027       5.136740511431017E13
5100                      26100                    3.403575298785992E-5     1.8546151431355728E-7    457.3286223875045        5.14297063940122E13
5300                      26100                    3.4113622912005265E-5    1.8829094740513276E-7    455.8315968763508        5.149200767371422E13
5500                      26100                    3.4190650450236976E-5    1.9087899101077928E-7    454.347865813613         5.155430895341623E13
5699.999999999999         26100                    3.4266875042496E-5       1.9323589593982918E-7    452.876589486292         5.1616610233118234E13
